	0 || 0
saddle	0 || 1
safeguard	1 || 2
safeguard	0 || 1
sag	0 || 0
sag	2 || 0
sag	0 || 0
sag	2 || 0
sail	0 || 0
sail	1 || 2
sailplane	0 || 1
sailplane	0 || 0
salt	0 || 0
salt	0 || 1
salt	1 || 0
salute	0 || 2
salute	1 || 2
salvage	0 || 0
salvage	1 || 0
salve	0 || 0
salve	0 || 1
sample	1 || 2
sample	0 || 0
sanctify	0 || 3
sanction	0 || 0
sanction	0 || 1
sandwich	0 || 0
sandwich	1 || 0
sap	0 || 2
sap	1 || 1
sashay	0 || 1
sashay	0 || 2
satellite	1 || 0
satellite	0 || 0
satellite	1 || 0
satiate	0 || 0
satiate	0 || 0
satisfy	0 || 3
saturate	0 || 0
save	0 || 1
save	1 || 6
save	0 || 1
save	1 || 6
savor	0 || 0
savor	0 || 0
savour	0 || 0
savour	0 || 0
savvy	0 || 2
savvy	0 || 0
saw	0 || 1
saw	0 || 0
see	2 || 13
say	0 || 0
say	1 || 3
say	0 || 0
say	1 || 3
scale	1 || 2
scale	1 || 2
scale	1 || 2
scale	1 || 2
scalp	0 || 0
scalp	0 || 0
scam	0 || 0
scam	1 || 0
scamper	0 || 0
scamper	0 || 0
scan	0 || 0
scan	1 || 0
scandalise	1 || 0
scandalize	1 || 0
scar	1 || 1
scar	1 || 0
scare	5 || 0
scare	1 || 0
scare	5 || 0
scare	1 || 0
scare	5 || 0
scare	1 || 0
scarf	0 || 0
scarf	0 || 0
scarper	0 || 1
scat	0 || 0
scat	0 || 1
scatter	0 || 0
scatter	1 || 3
scend	0 || 1
scent	0 || 1
scent	1 || 0
schedule	0 || 1
schedule	0 || 0
scheme	0 || 2
scheme	0 || 0
school	1 || 4
school	0 || 2
scold	0 || 0
scold	5 || 1
scoop	0 || 1
scoop	0 || 5
scoop	0 || 1
scoop	0 || 5
scoop	0 || 1
scoop	0 || 5
scoot	0 || 0
scorch	0 || 0
scorch	6 || 0
score	3 || 3
score	1 || 2
score	3 || 3
score	1 || 2
scorn	6 || 1
scorn	6 || 0
scotch	0 || 0
scotch	4 || 1
scotch	3 || 2
scourge	3 || 1
scourge	1 || 1
scram	0 || 0
scramble	1 || 0
scramble	3 || 0
scranch	0 || 0
scrap	4 || 1
scrap	6 || 0
scrape	3 || 0
scrape	0 || 3
scratch	4 || 0
scratch	1 || 3
scratch	4 || 0
scratch	1 || 3
scraunch	0 || 0
scream	0 || 0
scream	1 || 2
screen	0 || 4
screen	0 || 1
screen	0 || 4
screen	0 || 1
screw	0 || 0
screw	0 || 2
screw	0 || 0
screw	0 || 2
scrub	0 || 0
scrub	2 || 2
scrub	0 || 0
scud	0 || 0
scud	0 || 0
scuff	0 || 0
scuff	0 || 0
scuffle	1 || 0
scuffle	2 || 0
scupper	0 || 0
scupper	3 || 0
scurry	0 || 0
scurry	0 || 0
scuttle	0 || 0
scuttle	0 || 0
seal	1 || 3
seal	0 || 1
seal	1 || 3
seal	0 || 1
sear	3 || 0
sear	1 || 0
search	0 || 0
search	0 || 5
season	0 || 1
season	1 || 2
seat	1 || 1
seat	1 || 1
secern	1 || 0
secernate	1 || 0
seclude	0 || 0
second	1 || 2
second	1 || 0
second	0 || 0
second	0 || 0
secrete	0 || 0
section	2 || 2
section	0 || 0
secure	1 || 11
secure	1 || 24
sedate	1 || 4
sedate	1 || 3
seduce	0 || 2
see	0 || 0
see	2 || 13
see	0 || 0
see	2 || 13
see	0 || 0
see	2 || 13
seek	0 || 0
seek	1 || 4
seem	3 || 3
seesaw	1 || 2
seesaw	1 || 1
seethe	1 || 0
segment	0 || 1
segment	0 || 1
seize	3 || 1
seize	3 || 1
select	0 || 1
select	0 || 0
sell	1 || 0
sell	2 || 9
sell	1 || 0
sell	2 || 9
send	0 || 3
send	0 || 3
send	0 || 3
send	0 || 3
send	0 || 3
send	0 || 3
send	0 || 3
send	0 || 3
senesce	1 || 2
sense	2 || 8
sense	0 || 1
sensitise	5 || 6
sensitize	5 || 6
sentence	3 || 0
sentence	0 || 0
separate	0 || 0
separate	2 || 7
separate	0 || 3
separate	0 || 0
separate	2 || 7
separate	0 || 3
sequester	0 || 0
sequestrate	0 || 0
serve	0 || 1
serve	1 || 11
serve	0 || 1
serve	1 || 11
serve	0 || 1
serve	1 || 11
service	0 || 5
service	0 || 0
set	4 || 3
set	4 || 14
set	3 || 5
set	4 || 3
set	4 || 14
set	3 || 5
set	4 || 3
set	4 || 14
set	3 || 5
set	4 || 3
set	4 || 14
set	3 || 5
set	4 || 3
set	4 || 14
set	3 || 5
set	4 || 3
set	4 || 14
set	3 || 5
set	4 || 3
set	4 || 14
set	3 || 5
set	4 || 3
set	4 || 14
set	3 || 5
set	4 || 3
set	4 || 14
set	3 || 5
set	4 || 3
set	4 || 14
set	3 || 5
set	4 || 3
set	4 || 14
set	3 || 5
set	4 || 3
set	4 || 14
set	3 || 5
set	4 || 3
set	4 || 14
set	3 || 5
set	4 || 3
set	4 || 14
set	3 || 5
set	4 || 3
set	4 || 14
set	3 || 5
settle	0 || 0
settle	9 || 10
settle	0 || 0
settle	9 || 10
sever	0 || 2
severalise	1 || 0
severalize	1 || 0
sew	0 || 1
sew	0 || 1
sex	0 || 0
sex	0 || 2
shadow	4 || 3
shadow	1 || 0
shake	2 || 0
shake	3 || 1
shake	2 || 0
shake	3 || 1
shake	2 || 0
shake	3 || 1
shallow	0 || 0
shallow	0 || 0
shallow	3 || 2
sham	4 || 0
sham	1 || 0
sham	2 || 0
shamble	2 || 0
shamble	1 || 0
shampoo	0 || 0
shampoo	0 || 0
shanghai	0 || 0
shanghai	0 || 0
shape	2 || 3
shape	0 || 1
shape	2 || 3
shape	0 || 1
share	0 || 3
share	0 || 1
sharpen	0 || 0
shatter	0 || 0
shave	0 || 0
shave	0 || 1
shed	0 || 0
shed	3 || 0
shed	0 || 0
shed	0 || 0
shed	3 || 0
shed	0 || 0
shed	0 || 0
shed	3 || 0
shed	0 || 0
sheer	0 || 0
sheer	3 || 3
sheer	1 || 1
sheet	0 || 0
sheet	2 || 0
shell	6 || 2
shell	6 || 0
shell	6 || 2
shell	6 || 0
shelter	0 || 1
shelter	0 || 0
shelve	0 || 0
shew	0 || 0
shield	1 || 2
shield	0 || 0
shift	0 || 0
shift	2 || 0
shillyshally	0 || 0
shillyshally	0 || 0
shimmy	0 || 1
shimmy	0 || 1
shin	0 || 0
shin	0 || 0
shine	0 || 1
shine	2 || 10
shinny	0 || 0
shinny	0 || 0
ship	0 || 0
ship	0 || 0
shirk	0 || 0
shit	9 || 1
shit	3 || 0
shoal	2 || 0
shoal	0 || 0
shock	10 || 4
shock	2 || 0
shoot	0 || 0
shoot	6 || 2
shoot	0 || 0
shoot	6 || 2
shoot	0 || 0
shoot	6 || 2
shoot	0 || 0
shoot	6 || 2
shoot	0 || 0
shoot	6 || 2
shop	1 || 0
shop	1 || 1
shop	1 || 0
shop	1 || 1
shore	0 || 0
shore	1 || 2
shore	0 || 0
shore	1 || 2
short	0 || 0
short	0 || 0
short	9 || 1
short	1 || 3
short-change	1 || 0
short-circuit	0 || 0
short-circuit	0 || 1
shorten	0 || 0
shout	1 || 0
shout	6 || 0
shout	1 || 0
shout	6 || 0
shove	0 || 1
shove	1 || 0
shove	0 || 1
shove	1 || 0
shove	0 || 1
shove	1 || 0
show	0 || 7
show	2 || 5
show	0 || 7
show	2 || 5
shred	1 || 0
shred	0 || 2
shrink	0 || 0
shrink	2 || 1
shrink	0 || 0
shrink	2 || 1
shrivel	0 || 1
shrivel	0 || 1
shroud	0 || 0
shroud	0 || 0
shrug	0 || 0
shrug	0 || 0
shuffle	2 || 0
shuffle	2 || 0
shun	0 || 1
shut	3 || 0
shut	3 || 1
shut	3 || 0
shut	3 || 1
shut	3 || 0
shut	3 || 1
shut	3 || 0
shut	3 || 1
shy	3 || 1
shy	3 || 0
shy	8 || 2
sic	0 || 0
sic	0 || 0
sicken	6 || 3
side	1 || 1
side	0 || 1
side	0 || 0
sidestep	0 || 0
sidestep	1 || 0
sieve	0 || 0
sieve	0 || 0
sift	0 || 0
sight	2 || 4
sight	0 || 0
sign	1 || 4
sign	1 || 1
sign	0 || 0
sign	1 || 4
sign	1 || 1
sign	0 || 0
sign	1 || 4
sign	1 || 1
sign	0 || 0
signal	1 || 1
signal	0 || 0
signal	0 || 0
signalise	0 || 0
signalize	0 || 0
signify	3 || 0
silence	2 || 2
silence	1 || 3
silver	3 || 2
silver	0 || 0
silver	1 || 2
simmer	0 || 1
simmer	1 || 0
simplify	0 || 0
simulate	0 || 2
sin	1 || 0
sin	0 || 1
sing	0 || 1
singe	0 || 0
singe	1 || 0
single	0 || 1
single	0 || 0
single	1 || 9
single	0 || 1
single	0 || 0
single	1 || 9
sink	0 || 0
sink	3 || 0
sink	0 || 0
sink	3 || 0
sire	0 || 0
sire	0 || 0
sit	4 || 3
sit	4 || 3
site	2 || 3
site	0 || 0
situate	0 || 1
size	0 || 0
size	0 || 0
size	0 || 0
sketch	0 || 1
sketch	0 || 0
skid	0 || 0
skid	0 || 0
skim	0 || 0
skim	1 || 0
skim	0 || 0
skin	1 || 2
skin	0 || 0
skip	0 || 0
skip	0 || 0
skip	0 || 0
skip	0 || 0
skirt	0 || 1
skirt	1 || 0
skitter	0 || 0
skunk	4 || 0
skunk	0 || 0
sky	0 || 0
sky	0 || 0
skylark	0 || 1
skylark	0 || 0
skyrocket	0 || 1
skyrocket	0 || 1
slack	1 || 1
slack	6 || 6
slack	3 || 1
slack	1 || 1
slack	6 || 6
slack	3 || 1
slack	1 || 1
slack	6 || 6
slack	3 || 1
slacken	5 || 3
slacken	5 || 3
slake	2 || 1
slam	1 || 2
slam	1 || 0
slant	0 || 0
slant	0 || 0
slap	0 || 2
slap	1 || 1
slap	0 || 0
slash	0 || 2
slash	2 || 2
slay	0 || 0
sled	0 || 0
sled	0 || 0
sleep	2 || 2
sleep	0 || 1
sleep	2 || 2
sleep	0 || 1
sleigh	0 || 0
sleigh	0 || 0
slenderize	1 || 0
slew	1 || 4
slew	0 || 0
slay	0 || 0
slice	0 || 0
slice	1 || 2
slice	0 || 0
slice	1 || 2
slide	4 || 2
slide	1 || 0
slide	4 || 2
slide	1 || 0
slide	4 || 2
slide	1 || 0
slight	0 || 1
slight	0 || 0
slight	4 || 1
slim	1 || 0
slim	4 || 1
slim	1 || 0
slim	4 || 1
sling	2 || 0
sling	0 || 0
slip	4 || 1
slip	3 || 0
slip	4 || 1
slip	3 || 0
slip	4 || 1
slip	3 || 0
slip	4 || 1
slip	3 || 0
slit	0 || 0
slit	0 || 1
slither	0 || 0
slog	1 || 0
slope	0 || 0
slope	1 || 0
slouch	2 || 0
slouch	0 || 0
slough	0 || 0
slough	0 || 0
slow	15 || 3
slow	24 || 5
slow	5 || 2
slow	15 || 3
slow	24 || 5
slow	5 || 2
slow	15 || 3
slow	24 || 5
slow	5 || 2
slue	0 || 0
slug	0 || 0
slug	2 || 0
slumber	0 || 2
slumber	0 || 0
slump	2 || 0
slump	2 || 1
slur	1 || 0
slur	1 || 1
smack	0 || 3
smack	1 || 2
smack	0 || 0
smart	1 || 3
smart	2 || 2
smart	0 || 26
smash	2 || 1
smash	4 || 4
smash	0 || 0
smash	2 || 1
smash	4 || 4
smash	0 || 0
smear	0 || 0
smear	4 || 1
smell	0 || 0
smell	1 || 1
smite	3 || 1
smooth	0 || 4
smooth	0 || 9
smooth	4 || 35
smoothen	0 || 5
smother	1 || 0
smother	3 || 0
smudge	0 || 0
smudge	1 || 0
smutch	1 || 0
snaffle	0 || 0
snaffle	0 || 3
snake	1 || 1
snake	0 || 0
snap	5 || 3
snap	4 || 1
snap	5 || 3
snap	4 || 1
snap	5 || 3
snap	4 || 1
snarf	1 || 0
snarl	3 || 0
snarl	4 || 1
snatch	2 || 0
snatch	0 || 1
snatch	2 || 0
snatch	0 || 1
sneak	4 || 0
sneak	8 || 0
sneak	4 || 2
snip	1 || 0
snip	0 || 0
snipe	1 || 0
snipe	1 || 1
snitch	1 || 0
snitch	1 || 0
snow	0 || 1
snow	1 || 2
snub	1 || 0
snub	1 || 0
snub	0 || 0
snuff	0 || 1
snuff	0 || 0
snuff	0 || 0
soak	0 || 1
soak	4 || 1
soak	0 || 1
soak	4 || 1
soar	0 || 0
soar	0 || 1
soar	0 || 0
soar	0 || 1
soar	0 || 0
soar	0 || 1
socialise	1 || 0
socialize	1 || 0
soften	0 || 1
soil	0 || 1
soil	2 || 0
solace	0 || 2
solace	1 || 2
solicit	3 || 1
solidify	0 || 0
solve	1 || 2
soothe	2 || 2
sop	0 || 0
sop	0 || 0
sop	0 || 0
sop	0 || 0
sort	0 || 3
sort	0 || 0
sort	0 || 3
sort	0 || 0
sound	1 || 2
sound	0 || 5
sound	3 || 21
sound	1 || 2
sound	0 || 5
sound	3 || 21
sound	1 || 2
sound	0 || 5
sound	3 || 21
sour	0 || 0
sour	0 || 0
sour	10 || 2
source	0 || 0
source	0 || 0
souse	2 || 1
souse	1 || 1
space	2 || 2
space	1 || 0
span	1 || 2
span	1 || 0
spang	1 || 0
spare	1 || 0
spare	0 || 2
spare	3 || 4
spark	2 || 0
spark	1 || 0
spark	2 || 0
spark	1 || 0
sparkle	1 || 1
sparkle	1 || 3
speak	2 || 2
specialise	1 || 0
specialize	1 || 0
specify	5 || 0
speculate	0 || 1
speed	1 || 1
speed	3 || 2
speed	1 || 1
speed	3 || 2
spell	2 || 4
spell	1 || 0
spell	2 || 4
spell	1 || 0
spellbind	0 || 0
spend	0 || 0
spend	0 || 0
spiel	0 || 0
spiel	0 || 1
spike	0 || 0
spike	0 || 1
spike	0 || 0
spike	0 || 1
spill	1 || 2
spill	3 || 0
spill	1 || 2
spill	3 || 0
spin	0 || 2
spin	1 || 3
spin	0 || 2
spin	1 || 3
spin	0 || 2
spin	1 || 3
spiral	0 || 0
spiral	0 || 4
spiral	0 || 0
spirt	0 || 0
spirt	0 || 0
spit	0 || 1
spit	1 || 0
spit	0 || 1
spit	1 || 0
spite	3 || 0
spite	4 || 0
splay	0 || 0
splay	1 || 1
splay	0 || 0
splice	0 || 0
splice	0 || 0
split	2 || 4
split	1 || 8
split	4 || 0
split	2 || 4
split	1 || 8
split	4 || 0
spoil	0 || 1
spoil	8 || 15
sponsor	0 || 0
sponsor	0 || 0
sport	2 || 4
sport	0 || 1
spot	2 || 3
spot	0 || 1
spotlight	0 || 1
spotlight	0 || 3
spout	0 || 0
spout	0 || 0
sprain	0 || 0
sprain	0 || 0
spread	0 || 2
spread	1 || 3
spread	0 || 1
spread	0 || 2
spread	1 || 3
spread	0 || 1
spread	0 || 2
spread	1 || 3
spread	0 || 1
spread-eagle	0 || 1
spread-eagle	1 || 0
spread-eagle	1 || 0
spreadeagle	0 || 0
spring	3 || 3
spring	1 || 2
spring	3 || 3
spring	1 || 2
sprinkle	0 || 1
sprinkle	0 || 0
sprout	0 || 0
sprout	0 || 0
spud	0 || 0
spud	0 || 1
spur	0 || 1
spur	0 || 0
spurn	3 || 0
spurt	0 || 0
spurt	0 || 0
sputter	1 || 0
sputter	3 || 1
spy	0 || 1
spy	1 || 1
squall	1 || 0
squall	2 || 1
squander	1 || 1
square	2 || 1
square	0 || 1
square	0 || 2
square	0 || 1
square	2 || 1
square	0 || 1
square	0 || 2
square	0 || 1
square	2 || 1
square	0 || 1
square	0 || 2
square	0 || 1
square	2 || 1
square	0 || 1
square	0 || 2
square	0 || 1
squash	0 || 0
squash	0 || 1
squawk	0 || 0
squawk	0 || 0
squeeze	3 || 1
squeeze	1 || 2
squelch	0 || 0
squelch	0 || 1
squinch	1 || 0
squinch	4 || 0
squirrel	0 || 1
stab	1 || 3
stab	0 || 0
stabilise	0 || 1
stabilize	0 || 1
stable	0 || 0
stable	0 || 0
stable	3 || 1
stack	1 || 5
stack	0 || 1
stack	1 || 5
stack	0 || 1
staff	0 || 2
staff	0 || 0
stag	0 || 0
stag	1 || 0
stage	2 || 3
stage	0 || 0
stagger	0 || 0
stagger	0 || 1
stagnate	1 || 0
stain	1 || 0
stain	1 || 2
stake	0 || 1
stake	0 || 1
stalk	2 || 0
stalk	1 || 0
stall	3 || 1
stall	0 || 0
stammer	0 || 1
stammer	0 || 0
stamp	0 || 2
stamp	2 || 1
stamp	0 || 2
stamp	2 || 1
stampede	2 || 0
stampede	1 || 0
stanch	0 || 0
stand	3 || 1
stand	3 || 7
stand	3 || 1
stand	3 || 7
stand	3 || 1
stand	3 || 7
stand	3 || 1
stand	3 || 7
stand	3 || 1
stand	3 || 7
stand	3 || 1
stand	3 || 7
stand	3 || 1
stand	3 || 7
standardise	0 || 0
standardize	0 || 0
star	0 || 1
star	0 || 0
star	0 || 1
stargaze	0 || 0
start	2 || 3
start	3 || 8
start	2 || 3
start	3 || 8
start	2 || 3
start	3 || 8
startle	0 || 0
startle	0 || 1
starve	1 || 1
stash	0 || 0
stash	0 || 2
stash	0 || 0
stash	0 || 2
state	2 || 2
state	2 || 0
station	0 || 1
station	0 || 0
staunch	0 || 0
staunch	0 || 5
stave	0 || 0
stave	0 || 0
stay	0 || 2
stay	3 || 5
stay	0 || 2
stay	3 || 5
stay	0 || 2
stay	3 || 5
stay	0 || 2
stay	3 || 5
stay	0 || 2
stay	3 || 5
steady	0 || 0
steady	0 || 2
steady	1 || 10
steady	0 || 0
steady	0 || 0
steady	0 || 2
steady	1 || 10
steady	0 || 0
steal	1 || 0
steal	0 || 0
steam	0 || 0
steam	1 || 4
steam	0 || 0
steam	1 || 4
steamer	0 || 0
steamer	0 || 0
steel	1 || 0
steel	1 || 0
steep	0 || 0
steep	0 || 1
steep	0 || 0
steepen	0 || 0
steer	1 || 1
steer	0 || 2
stem	1 || 0
stem	0 || 1
step	2 || 4
step	2 || 1
step	2 || 4
step	2 || 1
step	2 || 4
step	2 || 1
sterilise	0 || 1
sterilize	0 || 1
stick	3 || 0
stick	9 || 2
stick	3 || 0
stick	9 || 2
stick	3 || 0
stick	9 || 2
stick	3 || 0
stick	9 || 2
stick	3 || 0
stick	9 || 2
stick	3 || 0
stick	9 || 2
stick	3 || 0
stick	9 || 2
stick	3 || 0
stick	9 || 2
stiffen	0 || 1
stifle	0 || 0
stifle	1 || 1
stigmatise	0 || 0
stigmatize	0 || 0
still	1 || 1
still	5 || 9
still	5 || 11
still	6 || 3
stimulate	0 || 4
sting	3 || 1
sting	7 || 0
stipulate	0 || 0
stir	1 || 3
stir	4 || 4
stir	1 || 3
stir	4 || 4
stitch	1 || 0
stitch	0 || 1
stock	2 || 2
stock	1 || 1
stock	0 || 0
stock-take	0 || 0
stock-take	0 || 0
stockpile	0 || 0
stockpile	0 || 0
stoke	0 || 1
stomach	0 || 1
stomach	2 || 3
stool	0 || 0
stool	3 || 0
stoop	1 || 0
stoop	6 || 2
stop	0 || 3
stop	2 || 2
stop	0 || 3
stop	2 || 2
stop	0 || 3
stop	2 || 2
store	0 || 0
store	1 || 0
storm	4 || 0
storm	3 || 1
straddle	0 || 0
straddle	0 || 1
straighten	0 || 6
straighten	0 || 6
strain	5 || 4
strain	3 || 2
strangle	3 || 2
strap	0 || 0
strap	1 || 1
stray	0 || 0
stray	1 || 0
stray	2 || 0
streak	2 || 1
streak	1 || 0
stream	0 || 2
stream	1 || 1
strengthen	0 || 5
stress	3 || 0
stress	0 || 1
stretch	1 || 2
stretch	7 || 1
stretch	1 || 0
stretch	1 || 2
stretch	7 || 1
stretch	1 || 0
stretch	1 || 2
stretch	7 || 1
stretch	1 || 0
stretch	1 || 2
stretch	7 || 1
stretch	1 || 0
strickle	0 || 0
strickle	0 || 1
strike	3 || 2
strike	10 || 8
strike	3 || 2
strike	10 || 8
strike	3 || 2
strike	10 || 8
strike	3 || 2
strike	10 || 8
strike	3 || 2
strike	10 || 8
string	2 || 3
string	0 || 2
string	2 || 3
string	0 || 2
string	2 || 3
string	0 || 2
strip	0 || 0
strip	3 || 1
strive	0 || 1
stroke	0 || 3
stroke	0 || 1
strong-arm	2 || 1
strong-arm	0 || 0
struggle	1 || 3
struggle	0 || 1
strut	1 || 1
strut	0 || 2
study	5 || 5
study	0 || 4
stuff	1 || 2
stuff	2 || 1
stumble	0 || 1
stumble	1 || 3
stun	1 || 0
stupefy	4 || 0
stutter	0 || 1
stutter	0 || 0
stymie	0 || 0
stymie	0 || 0
stymy	0 || 0
stymy	0 || 0
sub	3 || 0
sub	1 || 1
subcontract	0 || 0
subcontract	0 || 0
subdue	8 || 1
subject	3 || 3
subject	1 || 1
subject	2 || 5
subjugate	3 || 0
submerge	0 || 0
submerse	0 || 0
submit	3 || 1
subordinate	0 || 0
subordinate	1 || 1
subordinate	6 || 4
subscribe	0 || 0
subscribe	0 || 0
subside	3 || 1
subsist	1 || 0
substantiate	1 || 2
substitute	3 || 0
substitute	3 || 2
substitute	2 || 1
subvert	2 || 3
succeed	0 || 0
succumb	1 || 0
suck	0 || 0
suck	0 || 7
suck	0 || 0
suck	0 || 7
suck	0 || 0
suck	0 || 7
suckle	0 || 0
sue	0 || 0
sue	0 || 0
suffer	13 || 3
suffice	0 || 1
suffocate	7 || 1
suggest	0 || 2
suit	1 || 2
suit	0 || 4
sully	0 || 0
sully	3 || 1
sum	1 || 2
sum	0 || 5
sum	1 || 2
sum	0 || 5
summarise	0 || 3
summarize	0 || 3
summate	0 || 4
summon	0 || 2
summons	1 || 0
summons	0 || 0
summon	0 || 2
supercede	0 || 0
supercharge	0 || 0
superimpose	0 || 0
superintend	0 || 0
superpose	0 || 0
supersede	0 || 0
supervene	0 || 0
supervise	0 || 0
supplant	0 || 0
supplement	0 || 1
supplement	1 || 0
supply	0 || 0
supply	0 || 0
support	3 || 3
support	2 || 11
suppose	2 || 1
suppress	5 || 1
suppurate	0 || 1
sur	0 || 0
sur	0 || 0
surcharge	1 || 1
surcharge	1 || 0
surface	3 || 3
surface	0 || 5
surface	2 || 0
surge	1 || 2
surge	0 || 2
surmise	1 || 0
surmise	1 || 0
surmount	0 || 0
surpass	0 || 0
surprise	0 || 0
surprise	0 || 1
surrender	1 || 3
surrender	0 || 3
surround	0 || 0
surround	0 || 1
surveil	0 || 0
survey	2 || 0
survey	0 || 0
survive	1 || 1
suspect	1 || 0
suspect	1 || 0
suspect	3 || 1
suspend	2 || 0
suspire	0 || 2
sustain	3 || 11
swag	1 || 1
swag	0 || 0
swagger	1 || 1
swagger	2 || 2
swagger	0 || 0
swallow	2 || 2
swallow	4 || 5
swallow	2 || 2
swallow	4 || 5
swamp	1 || 0
swamp	0 || 0
swan	0 || 0
swan	0 || 1
swap	0 || 0
swap	0 || 0
swarm	0 || 0
swarm	0 || 0
swash	0 || 0
swash	3 || 0
sway	1 || 0
sway	0 || 0
swear	0 || 2
swear	0 || 2
sweep	0 || 1
sweep	2 || 5
sweep	0 || 1
sweep	2 || 5
sweep	0 || 1
sweep	2 || 5
sweet-talk	0 || 0
sweet-talk	0 || 2
swell	1 || 2
swell	0 || 12
swell	1 || 8
swell	1 || 2
swell	0 || 12
swell	1 || 8
swerve	0 || 0
swerve	0 || 0
swig	1 || 0
swig	2 || 0
swim	0 || 0
swim	0 || 0
swindle	0 || 0
swindle	1 || 0
swing	1 || 1
swing	3 || 4
swing	1 || 1
swing	3 || 4
swing	1 || 1
swing	3 || 4
swinge	0 || 0
swipe	0 || 0
swipe	1 || 0
switch	4 || 1
switch	1 || 1
switch	4 || 1
switch	1 || 1
switch	4 || 1
switch	1 || 1
swoon	1 || 1
swoon	1 || 0
swop	0 || 0
swop	0 || 0
symbolise	0 || 1
symbolize	0 || 1
synchronise	0 || 0
synchronize	0 || 0
systematise	0 || 0
systematize	0 || 0
systemise	0 || 0
systemize	0 || 0
table	0 || 4
table	0 || 0
tack	0 || 0
tack	0 || 2
tack	0 || 0
tack	0 || 2
tack	0 || 0
tack	0 || 2
tackle	0 || 0
tackle	2 || 0
tag	1 || 0
tag	3 || 0
tag	1 || 0
tag	3 || 0
tail	0 || 1
tail	3 || 0
tailor	0 || 0
tailor	0 || 1
tailor-make	0 || 0
taint	0 || 0
taint	0 || 0
take	0 || 0
take	11 || 15
take	0 || 0
take	11 || 15
take	0 || 0
take	11 || 15
take	0 || 0
take	11 || 15
take	0 || 0
take	11 || 15
take	0 || 0
take	11 || 15
take	0 || 0
take	11 || 15
take	0 || 0
take	11 || 15
take	0 || 0
take	11 || 15
take	0 || 0
take	11 || 15
take	0 || 0
take	11 || 15
take	0 || 0
take	11 || 15
take	0 || 0
take	11 || 15
take	0 || 0
take	11 || 15
take	0 || 0
take	11 || 15
take	0 || 0
take	11 || 15
take	0 || 0
take	11 || 15
take	0 || 0
take	11 || 15
take	0 || 0
take	11 || 15
take	0 || 0
take	11 || 15
take	0 || 0
take	11 || 15
take	0 || 0
take	11 || 15
take	0 || 0
take	11 || 15
take	0 || 0
take	11 || 15
take	0 || 0
take	11 || 15
take	0 || 0
take	11 || 15
take	0 || 0
take	11 || 15
take	0 || 0
take	11 || 15
take	0 || 0
take	11 || 15
take	0 || 0
take	11 || 15
take	0 || 0
take	11 || 15
take	0 || 0
take	11 || 15
take	0 || 0
take	11 || 15
take	0 || 0
take	11 || 15
take	0 || 0
take	11 || 15
take	0 || 0
take	11 || 15
take	0 || 0
take	11 || 15
take	0 || 0
take	11 || 15
take	0 || 0
take	11 || 15
take	0 || 0
take	11 || 15
take	0 || 0
take	11 || 15
take	0 || 0
take	11 || 15
take	0 || 0
take	11 || 15
take	0 || 0
take	11 || 15
take	0 || 0
take	11 || 15
take	0 || 0
take	11 || 15
take	0 || 0
take	11 || 15
take	0 || 0
take	11 || 15
take	0 || 0
take	11 || 15
talk	1 || 3
talk	2 || 1
talk	1 || 3
talk	2 || 1
talk	1 || 3
talk	2 || 1
talk	1 || 3
talk	2 || 1
talk	1 || 3
talk	2 || 1
tally	0 || 0
tally	0 || 6
tame	7 || 3
tame	1 || 4
tamp	0 || 0
tamp	2 || 0
tamp	0 || 0
tamp	2 || 0
tamper	0 || 0
tamper	0 || 0
tan	0 || 0
tan	0 || 0
tan	0 || 0
tangle	1 || 0
tangle	1 || 4
tank	1 || 0
tank	0 || 0
tantalise	2 || 1
tantalize	2 || 1
tap	1 || 2
tap	1 || 2
tapdance	0 || 0
tape	0 || 0
tape	0 || 0
taper	0 || 1
taper	0 || 1
target	1 || 4
target	0 || 1
tarnish	0 || 0
tarnish	1 || 0
tarry	0 || 0
tarry	0 || 0
taste	9 || 6
taste	0 || 1
tattle	0 || 1
tattle	1 || 0
taunt	0 || 0
taunt	2 || 1
tauten	0 || 3
teach	0 || 0
teach	0 || 0
team	0 || 0
team	0 || 2
team	0 || 0
team	0 || 2
tear	1 || 2
tear	3 || 0
tear	1 || 2
tear	3 || 0
tear	1 || 2
tear	3 || 0
tear	1 || 2
tear	3 || 0
tease	1 || 5
tease	2 || 4
teem	0 || 0
teeter	1 || 2
teeter	0 || 0
teeter-totter	1 || 2
teeter-totter	0 || 0
teetertotter	1 || 2
teetertotter	0 || 0
telecommunicate	0 || 0
telegraph	0 || 0
telegraph	0 || 0
telephone	0 || 0
telephone	0 || 1
tell	0 || 0
tell	2 || 0
tell	0 || 0
tell	2 || 0
tell	0 || 0
tell	2 || 0
temper	1 || 4
temper	0 || 3
tempt	1 || 3
tend	2 || 0
tender	0 || 8
tender	0 || 9
tender	3 || 32
tenderise	0 || 3
tenderize	0 || 3
tense	0 || 0
tense	4 || 4
tense	2 || 0
tense	0 || 0
tense	4 || 4
tense	2 || 0
term	1 || 4
term	0 || 0
terminate	2 || 1
test	2 || 2
test	0 || 6
testify	0 || 0
thank	0 || 0
theme	1 || 3
theme	0 || 0
theorise	0 || 0
theorize	0 || 0
thin	1 || 1
thin	4 || 2
thin	0 || 0
thin	1 || 1
thin	4 || 2
thin	0 || 0
